Unnamed: 0,Source,Title,Location,Department,Rating,Date,review,Pros,Cons
303,AmbitionBox,Techno Commercial Manager,Jharsuguda,Procurement & Purchase Department,3,01-10-2024,Nothing to much problem. Problem with night duty.Its to large and lack of training at Adani Power for contractor man power. Also take about his safety and security.,,
304,AmbitionBox,Techno Commercial Manager,Jharsuguda,Procurement & Purchase Department,3,01-10-2024,"There's no job security in adani. I am very sorry to say so, i worked in adani since 2008-2017. All of a sudden I was told to look for another job, it was just a shock. My children education was hampered. They had no choice but look out for part time job and complete their education. u must understand that if a man is jobless, it affects the full family, his wife, children, parents. His family life is ruined. Also it creates a bad impact for his new job. I'm very much sad as this has created a bad reputation for me after putting in ten years of service. I would request such organisations not to be harsh with other staff. Today I'm without a job , and I hope and pray such things don't happen with other staff of the organisation. Dear management please look at your staff who have contributed to bring your organisation to this level and then make a decision. Because your one wrong decision can ruin his family life and himself. Thanks.",,
305,AmbitionBox,Deputy Manager,Jhansi,Solar operation and maintenance Department,5,01-10-2024,It is wonderful company work in adani wilmar every one looking to have a step in it because the brand value and package they are offering to their employees.,,
306,AmbitionBox,Deputy Manager,Jhansi,Solar operation and maintenance Department,5,01-10-2024,Awl is good production unit but I want to do better job by this company and I want to do something better then it I have worked more palaces but according to my review it is the best.,,
307,AmbitionBox,Senior Techno Commercial Manager,Kota,Procurement & Purchase Department,5,01-10-2024,"Get experience in various civil engineering projects i.e. Port & Harbours, Power Plants, SEZ Infrastructure Developments, Buildings, Roads & Bridges, Railway Infrastructure development etc.",,
308,AmbitionBox,Associate Safety Manager,Noida,Community Health & Safety Department,2,01-10-2024,"we have to experience to be work in such well planned company. during our intern; we have able to meet all the seniors and it was a great knowledgable experience learn from teh,",,
309,AmbitionBox,Associate Safety Manager,Noida,Community Health & Safety Department,2,01-10-2024,"I worked for marine & non marine projects. They really take care for employee for the education, growth etc. Marine and non marine works are very enjoyable as far as port is concerned. In a place like Mundra we got all facilities there",,
310,AmbitionBox,Associate Safety Manager,Noida,Community Health & Safety Department,2,01-10-2024,learn some thing new in plant management is so good everyone try to help each other share experience to all . the most enjoyable part of job is our team doing give best,,
311,AmbitionBox,Associate Safety Manager,Noida,Community Health & Safety Department,2,01-10-2024,"Good platform provide by Adani Wilmar group, great place for research working and working as good and healthy. Good exposure for Young and dynamic people so they can implement New ideas and creativity for business growth.",,
312,AmbitionBox,Associate Safety Manager,Noida,Community Health & Safety Department,2,01-10-2024,Its a very good place to learn new things Itz a very good place to taught new skills and to improve ones skills All over company is very good This workplace is like home I never felt that m far from home while working,,
313,AmbitionBox,Associate Safety Manager,Noida,Community Health & Safety Department,2,01-10-2024,,,
314,AmbitionBox,Associate Safety Manager,Noida,Community Health & Safety Department,2,01-10-2024,Good company for learning while working,,
315,AmbitionBox,Associate Safety Manager,Noida,Community Health & Safety Department,2,01-10-2024,Supply chain,,
316,AmbitionBox,Associate Safety Manager,Noida,Community Health & Safety Department,2,01-10-2024,Work Culture,,
317,AmbitionBox,Associate Safety Manager,Noida,Community Health & Safety Department,2,01-10-2024,Overall Experience,,
318,AmbitionBox,Associate Safety Manager,Noida,Community Health & Safety Department,2,01-10-2024,Nice,,
319,AmbitionBox,Associate Safety Manager,Noida,Community Health & Safety Department,2,01-10-2024,Nice culture,,
320,AmbitionBox,Associate Safety Manager,Noida,Community Health & Safety Department,2,01-10-2024,Growth with goodness,,
321,AmbitionBox,Associate Safety Manager,Noida,Community Health & Safety Department,2,01-10-2024,Project manager,,
322,AmbitionBox,Associate Safety Manager,Noida,Community Health & Safety Department,2,01-10-2024,Assistant manager,,
323,AmbitionBox,Associate Safety Manager,Noida,Community Health & Safety Department,2,01-10-2024,Company review,,
324,AmbitionBox,Associate Safety Manager,Noida,Community Health & Safety Department,2,01-10-2024,Good,,
325,AmbitionBox,Associate Safety Manager,Noida,Community Health & Safety Department,2,01-10-2024,Project Management,,
326,AmbitionBox,Associate Safety Manager,Noida,Community Health & Safety Department,2,01-10-2024,The overall experience with Adani was fantastic,,
327,AmbitionBox,Manager Mechanical,Lucknow,Construction Engineering Department,5,01-10-2024,Great,,
328,AmbitionBox,Manager Mechanical,Lucknow,Construction Engineering Department,5,01-10-2024,Good workplace,,
329,AmbitionBox,"Administration Manager, CSR activity",Chennai,Administration Department,3,01-10-2024,Overall Good,,
330,AmbitionBox,"Administration Manager, CSR activity",Chennai,Administration Department,3,01-10-2024,"Except for specific persons, company is good",,
331,AmbitionBox,Assistant Manager,Kolkata,Accounting & Taxation Department,4,01-10-2024,Quality Control and assurance Engineer,,
332,AmbitionBox,Assistant Manager,Kolkata,Accounting & Taxation Department,4,01-10-2024,Overall ok experience,,
333,AmbitionBox,Deputy Business Excellence Manager,Ahmedabad,Quality Assurance,5,01-10-2024,Fine,,
334,AmbitionBox,Assembly Fitter,Kanpur Dehat,Construction / Manufacturing Department,5,30-09-2024,Dedicated work but too many overtimes,,
335,AmbitionBox,Assembly Fitter,Kanpur Dehat,Construction / Manufacturing Department,5,30-09-2024,Good for freshers,,
336,AmbitionBox,Supervisor,Mumbai,Electrical engineering Department,5,30-09-2024,Good company to work with,,
337,AmbitionBox,Supervisor,Mumbai,Electrical engineering Department,5,30-09-2024,Nice place to explore sports domain. Great leaders,,
338,AmbitionBox,Supervisor,Mumbai,Electrical engineering Department,5,30-09-2024,Good work culture,,
339,AmbitionBox,LT Supervisor,Hazira,LT supervisor Department,5,30-09-2024,Adani Group is a secure job for new employees,,
340,AmbitionBox,LT Supervisor,Hazira,LT supervisor Department,5,30-09-2024,Adani Electricity,,
341,AmbitionBox,LT Supervisor,Hazira,LT supervisor Department,5,30-09-2024,Hi,,
342,AmbitionBox,LT Supervisor,Hazira,LT supervisor Department,5,30-09-2024,Design at Adani Airports,,
343,AmbitionBox,Deputy Manager,Ahmedabad,Construction Engineering Department,5,28-09-2024,Salary details,,
344,AmbitionBox,Deputy Manager,Ahmedabad,Construction Engineering Department,5,28-09-2024,Senior Manager Business Development,,
345,AmbitionBox,Deputy Manager,Ahmedabad,Construction Engineering Department,5,28-09-2024,Not such good experience,,
346,AmbitionBox,Deputy Manager,Ahmedabad,Construction Engineering Department,5,28-09-2024,Nice salary,,
347,AmbitionBox,Deputy Manager,Ahmedabad,Construction Engineering Department,5,28-09-2024,About Ahmedabad Airport ,,
348,AmbitionBox,Assistant Manager,Tirora,Hardware and Networks,4,28-09-2024,Good company,,
349,AmbitionBox,Deputy Manager ,Karad,Production & Manufacturing ,3,27-09-2024,Company is good but should have some rules,,
350,AmbitionBox,Deputy Manager ,Karad,Production & Manufacturing ,3,27-09-2024,Adani,,
351,AmbitionBox,Deputy Manager ,Karad,Production & Manufacturing ,3,27-09-2024,Over all good,,
352,AmbitionBox,Regional Business Manager ,Hyderabad ,Retail & B2C Sales Department,4,27-09-2024,"Hybrid cloud infra(AWS,Azure,GCP) plus on-premises",,
353,AmbitionBox,Regional Business Manager ,Hyderabad ,Retail & B2C Sales Department,4,27-09-2024,Great Learning,,
354,AmbitionBox,Regional Business Manager ,Hyderabad ,Retail & B2C Sales Department,4,27-09-2024,Great company,,
355,AmbitionBox,Deputy Manager ,Ahmedabad,Hardware and Networks ,4,27-09-2024,Life at Adani Realty,,
356,AmbitionBox,Engineer ,Mundra,Engineering ,1,27-09-2024,Adani Group,,
357,AmbitionBox,Engineer ,Mundra,Engineering ,1,27-09-2024,Decent company to work,,
358,AmbitionBox,Engineer ,Mundra,Engineering ,1,27-09-2024,Ok,,
359,AmbitionBox,Engineer ,Mundra,Engineering ,1,27-09-2024,Alright place,,
360,AmbitionBox,Engineer ,Mundra,Engineering ,1,27-09-2024,Salary,,
361,AmbitionBox,Engineer ,Mundra,Engineering ,1,27-09-2024,Great place to work,,
362,AmbitionBox,Assistant Manager, Chennai,Employee Relations,4,27-09-2024,Good work,,
363,AmbitionBox,Assistant Manager, Chennai,Employee Relations,4,27-09-2024,Mixed Bag,,
364,AmbitionBox,Supervisor ,Anantapur,Production & Manufacturing,4,27-09-2024,Review headlines,,
365,AmbitionBox,Supervisor ,Anantapur,Production & Manufacturing,4,27-09-2024,Renewable,,
366,AmbitionBox,Deputy Manager,dewas M.P.,Construction Engineering Department,4,27-09-2024,"They hire without firm commitment to begin projects, Then hold and delay projects to ruin others career",,
367,AmbitionBox,Deputy Manager,dewas M.P.,Construction Engineering Department,4,27-09-2024,Nothing,,
368,AmbitionBox,Deputy Manager ,Ahmedabad,Project Management Department,5,27-09-2024,Proper corporate,,
369,AmbitionBox,Deputy Manager ,Ahmedabad,Project Management Department,5,27-09-2024,Lack of digital proficiency,,
370,AmbitionBox,Deputy Manager ,Ahmedabad,Accounting & Taxation Department,3,27-09-2024,Salary Benefit,,
371,AmbitionBox,Deputy Manager ,Ahmedabad,Accounting & Taxation Department,3,27-09-2024,culture,,
372,AmbitionBox,Control Room Operator ,Raigarh,Security Services,5,27-09-2024,Work life balance is missing,,
373,AmbitionBox,Deputy Manager i, Kolkata,Data Science & Machine Learning Department,5,27-09-2024,Inaccessability ,,
374,AmbitionBox,Deputy Manager i, Kolkata,Data Science & Machine Learning Department,5,27-09-2024,Fine place to work,,
375,AmbitionBox,Deputy Manager i, Kolkata,Data Science & Machine Learning Department,5,27-09-2024,neutral work,,
376,AmbitionBox,Deputy Manager i, Kolkata,Data Science & Machine Learning Department,5,27-09-2024,Senior Manager,,
377,AmbitionBox,Apprenticeship Trainee i,Tirora,Community Health & Safety Department,4,27-09-2024,Horrible Workplace. Never fall in trap to join it.,,
378,AmbitionBox,Apprenticeship Trainee i,Tirora,Community Health & Safety Department,4,27-09-2024,amazing people,,
379,AmbitionBox,Teacher in Incharge ,Tirora,Specialization Teacher Department,5,27-09-2024,worst company culture,,
380,AmbitionBox,Teacher in Incharge ,Tirora,Specialization Teacher Department,5,27-09-2024,Good company to work for,,
381,AmbitionBox,Teacher in Incharge ,Tirora,Specialization Teacher Department,5,27-09-2024,Career Growth,,
382,AmbitionBox,SR-OFFICER,Mandamarri,HR Operations Department,5,24-09-2024,Adani solar manufacturing unit,,
383,AmbitionBox,Assistant Manager ,Bhuj,"Operations, Maintenance & Support Department",5,24-09-2024,Good place to work,,
384,AmbitionBox,Assistant Manager ,Bhuj,"Operations, Maintenance & Support Department",5,24-09-2024,salary benefits,,
385,AmbitionBox,Assistant Manager ,Mumbai,Treasury & Forex Department,2,24-09-2024,Adani Digital Labs is worst place to buy work,,
386,AmbitionBox,Assistant Manager ,Mumbai,Treasury & Forex Department,2,24-09-2024,Worst management i have seen in my entire career,,
387,AmbitionBox,Project Manager ,Ahmedabad,Construction / Manufacturing Department,4,24-09-2024,Humiliation shop & Scam House,,
388,AmbitionBox,Project Manager ,Ahmedabad,Construction / Manufacturing Department,4,24-09-2024,jov,,
389,AmbitionBox,Project Manager ,Ahmedabad,Construction / Manufacturing Department,4,24-09-2024,Good for the one who wants to work in core culture,,
390,AmbitionBox,Deputy Manager,Raigarh,Downstream Department,5,24-09-2024,Internal Auditor Salary,,
391,AmbitionBox,Deputy Manager,Raigarh,Downstream Department,5,24-09-2024,Business Analyst at AEL,,
392,AmbitionBox,Deputy Manager,Raigarh,Downstream Department,5,24-09-2024,Adani Group review,,
393,AmbitionBox,Deputy Manager,Raigarh,Downstream Department,5,24-09-2024,nice place,,
394,AmbitionBox,Deputy Manager,Raigarh,Downstream Department,5,24-09-2024,"Not a good company to work with Adani defence and aerospace in long term
",,
395,AmbitionBox,Deputy Manager ,Ahmedabad,Strategic Management Department,4,20-09-2024,Job staticfy,,
396,AmbitionBox,Deputy Manager ,Ahmedabad,Strategic Management Department,4,20-09-2024,Payment is good,,
397,AmbitionBox,Deputy Manager ,Ahmedabad,Strategic Management Department,4,20-09-2024,MEP Electrical,,
398,AmbitionBox,Deputy Manager ,Ahmedabad,Strategic Management Department,4,20-09-2024,Solar power plants Constructions and operations -capacity of 450 Mw,,
399,AmbitionBox,Deputy Manager ,Ahmedabad,Strategic Management Department,4,20-09-2024,Working on the live projects,,
400,AmbitionBox,Deputy Manager ,Ahmedabad,Strategic Management Department,4,20-09-2024,Transmission,,
401,AmbitionBox,Field Officer,Gurgaon ,Banking Operations ,5,20-09-2024,Good working enviroment,,
402,AmbitionBox,Associate,Singrauli,Land acquisition,4,20-09-2024,Good work life balance,,
403,AmbitionBox,Associate,Singrauli,Land acquisition,4,20-09-2024,Good to learn. But bad culture wise. People carry to much EGO,,
404,AmbitionBox,Associate,Singrauli,Land acquisition,4,20-09-2024,Service,,
405,AmbitionBox,Associate,Singrauli,Land acquisition,4,20-09-2024,Pathetic,,
406,AmbitionBox,Associate,Singrauli,Land acquisition,4,20-09-2024,Hydro Power & Pump Storage Expert,,
407,AmbitionBox,Associate,Singrauli,Land acquisition,4,20-09-2024,Finance,,
408,AmbitionBox,Assistant Manager ,Ahmedabad,Finance,5,19-09-2024,Not the right place for light hearted,,
